0.7661551,1.170564
0.7759554,0.8382261
3.291418,2.908333
1.271839,1.53848
0.7427335,1.002397
0.3199133,0.001
2.422859,2.162649
3.679387,3.345206
2.754181,2.934701
2.124993,2.460858
1.201726,1.245647
2.30265,0.2236499
0.2783078,0.4212587
1.459094,2.830279
3.64352,2.200772
0.001,0.9286668
0.3760385,0.3682566
0.719117,0.3524217
0.685304,1.924295
0.001,0.001
1.790821,1.408081
0.5997268,2.958458
0.3766636,1.506314
1.873798,1.048228
1.845584,1.454185
1.745954,1.880264
0.4902986,0.4403173
1.927292,2.735919
2.917807,1.377645
0.372229,1.169879
0.8526025,0.83326
1.002691,0.001
1.302567,1.126064
1.577906,1.959763
5.079169,4.697077
0.6732779,1.765055
1.302189,1.760866
2.784421,2.617916
2.03383,2.759965
2.367791,2.185191
0.5495279,0.9504482
2.402469,1.631788
1.361315,0.6253303
2.716422,3.329945
4.905003,4.58967
3.325815,2.184745
1.851016,1.479387
1.093368,1.698715
0.5795079,0.522013
0.5540528,0.1667067
1.478324,0.916737
0.887869,0.677092
2.066208,2.458286
4.462865,3.925315
3.008524,2.891798
2.489946,2.258827
1.241231,1.58249
2.624196,1.677175
1.109938,2.007168
2.251525,1.248181
2.509632,2.564703
3.278536,2.65288
0.8706709,0.001
1.01302,0.8121644
1.375666,1.739619
3.08305,4.774711
1.020371,0.2641518
1.801576,2.809423
2.096839,1.97592
0.5177895,0.001
0.9916242,1.029842
0.3686227,0.6306443
5.072968,4.659167
1.086541,0.7005388
1.328802,1.988403
0.001,0.4225098
1.217711,1.989822
0.5411304,0.7444513
2.378731,2.317765
1.589619,2.71401
2.077856,1.64311
1.779586,1.442974
2.018253,3.006238
2.215475,2.523966
0.2040417,0.3392501
0.9469969,0.7875031
4.80798,5.346965
1.582209,0.4900492
0.7053731,0.7063508
1.130577,1.671601
0.4071472,1.007019
4.154757,3.677395
0.1933356,0.9267473
1.539507,1.640247
3.066435,3.392784
0.6497176,0.3507337
0.7280287,1.982122
0.3966192,0.3377368
1.422999,0.4257333
1.107065,1.579635
3.984508,5.544487
2.101814,2.158954
2.757887,2.589438
4.181257,4.678403
4.559068,3.824275
1.676079,0.7559296
1.795328,2.228912
3.014508,2.481136
0.7645594,0.3862939
3.830122,3.436975
0.001,0.001
2.392324,1.121377
3.257734,1.6498
0.5559103,1.124596
1.862571,2.951721
0.5058293,0.5740898
1.174382,1.707612
1.490223,1.3738
2.401369,2.41814
1.67804,2.716034
0.001,0.2052906
0.7943731,0.229364
0.8364536,0.9487861
2.0091,1.984603
1.827477,3.31188
2.930383,2.230872
2.574561,2.664241
0.2812986,0.001
1.413348,3.037773
1.519462,1.010113
1.742525,1.467667
0.8726393,1.220197
4.897549,5.07055
1.217575,1.308928
0.6691149,2.201444
0.6755742,1.519638
4.668409,4.3029
1.89509,2.54372
0.4371313,0.956992
2.72134,2.355266
0.410203,0.5208755
2.838576,0.8600408
2.147066,1.634778
1.52754,0.5028536
1.129325,0.8756385
6.218978,5.949201
1.373063,1.341045
0.2034754,1.270357
1.570499,1.313122
0.6088446,0.1200438
6.314727,6.034145
0.01613754,0.4620835
0.9173541,1.533883
3.585326,3.63028
4.274592,3.467418
1.874206,1.670501
3.663653,2.97219
0.2596849,0.234628
2.618656,2.162283
1.216896,2.597449
5.368165,3.496212
0.7236383,0.7798177
2.793945,0.3913676
0.1600867,0.1694142
0.1723757,0.724973
2.322123,3.301727
1.035421,1.292506
0.771265,0.4057011
0.8619158,1.060118
1.249588,2.127371
0.3793654,0.6668921
3.026627,2.426736
1.451852,1.492447
1.563293,1.440451
3.613424,3.417202
5.809807,4.764205
1.685852,1.052895
2.407939,3.035558
3.672631,3.895911
0.9451376,2.776385
2.923428,3.682002
2.602381,3.458538
1.051896,0.6159761
1.798917,1.519512
2.087767,1.376816
4.141791,4.060031
1.822766,1.516838
0.688445,0.9136127
2.381788,3.834447
1.718122,0.9750543
3.314491,3.585546
0.1024553,0.04901711
0.09574077,0.5470858
2.066279,1.436653
0.009234399,0.8995597
3.071276,3.75834
0.1753477,0.4771883
0.8922571,1.39895
4.096208,3.139094
0.3143605,0.6464701
